gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CHLRE_09g414050v5,1719.0137881323067,1.0968626321449295,0.3065551672434895,3.5780268915634275,3.4619783952286585e-4,0.0442878677354325
CHLRE_10g427750v5,324.4015800527363,1.6044927447222652,0.3393864823437413,4.72762713954289,2.27158827451692e-6,0.0012831802007359128
CHLRE_10g442700v5,1879.0924908348316,1.140859378773049,0.28400384139528484,4.017056153776341,5.892968565769746e-5,0.014239703764897506
CHLRE_10g443250v5,1132.9252342519553,1.3265051072953318,0.28958981521068666,4.5806345307076946,4.635673082629933e-6,0.002122406323463042
CHLRE_11g467593v5,981.9809673848895,1.5896046107392101,0.32991724556676044,4.818191931762917,1.4486498450880525e-6,9.693696155708438e-4
CHLRE_11g467601v5,561.0891375854451,1.658408522424987,0.4174516816266239,3.9726957523872106,7.106379348561265e-5,0.015314849564324008
CHLRE_11g482101v5,581.4037759932714,1.1898125323853659,0.29699374147716273,4.006187222894245,6.17067441544757e-5,0.014507755875669841
CHLRE_12g511350v5,782.8547274545203,1.1799592272642394,0.29690438039265826,3.974206192928964,7.061436998449611e-5,0.015314849564324008
CHLRE_12g522200v5,606.427324324321,1.225388092123687,0.32851634678478603,3.730067328815298,1.9142860958162904e-4,0.029736383477689126
CHLRE_12g529700v5,1000.517206527644,1.0020618699702903,0.27783643661680896,3.6066611067011722,3.101623158886528e-4,0.042090558687592046
CHLRE_12g556100v5,372.4651658917653,1.9305173665338238,0.33480490542048913,5.766096419971037,8.112865605742097e-9,1.41147635808701e-5
CHLRE_13g563733v5,1057.7363203022032,1.0116474389980523,0.2748269536161589,3.6810342860729177,2.3228976312894385e-4,0.0336781441576447
CHLRE_13g570250v5,654.4718016838599,1.1086719294994074,0.30776182071778785,3.602369933065999,3.1532918713884374e-4,0.042090558687592046
CHLRE_14g610250v5,160.8786965794125,1.8625569295409514,0.44442945390778626,4.190894444919957,2.7785691196587988e-5,0.007553366491222466
CHLRE_14g631650v5,421.2573919988082,1.2693927294002567,0.308535835351795,4.114247305998945,3.884448156268129e-5,0.009654518431821843
CHLRE_15g636300v5,969.5455475198172,1.5725204599549796,0.2782329387731509,5.6518127109209315,1.5876452938281032e-8,2.301821068501778e-5
CHLRE_15g640000v5,1121.9770980189132,1.277832689819346,0.30812403308042385,4.147137362329076,3.366581000531001e-5,0.008613496506946816
CHLRE_15g639100v5,2006.2974323884252,1.1275547038132534,0.29834667706674095,3.77934393269953,1.572421110540459e-4,0.025808474038851798
CHLRE_16g654150v5,1373.2035541858736,1.1092164474162955,0.3001699609792357,3.6952946384032934,2.1963194220001945e-4,0.03238268246098253
CHLRE_16g661200v5,7207.744736186241,-1.2948869648679981,0.32689582214952867,-3.9611609483209946,7.45862346368192e-5,0.015314849564324008
CHLRE_16g663950v5,895.2329405959998,1.322250021958211,0.294654232753174,4.487463185590256,7.2076261757328716e-06,0.0026124641709458435
CHLRE_16g680232v5,239.67914287260646,1.5161758205127562,0.34262857156402826,4.425129561121329,9.63844187967235e-6,0.0033537922364507908
CHLRE_16g688450v5,1420.2396908739838,1.4408109440960375,0.28353505770283044,5.08159716039818,3.74274489060787e-7,2.959830709399806e-4
CHLRE_16g670755v5,862.0432791211825,1.5218305982874838,0.29436749235195003,5.169832395990115,2.343040365542631e-7,2.0382108139855348e-4
CHLRE_16g667450v5,538.1568041384888,1.5588328126607194,0.4043179568024779,3.855462727870527,1.1551092964263013e-4,0.020506726060433456
CHLRE_17g715421v5,417.8334950564257,1.4015294023649958,0.36255550440724155,3.86569610812121,1.1077279831203588e-4,0.020075261927425002
CHLRE_17g717750v5,1092.068405650864,1.163198295320711,0.2997471221245936,3.880598709592325,1.0419964382664672e-4,0.019705058731478257
