gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,up_down
CHLRE_03g191100v5,40.36386450227043,1.49929736243141,0.3235972977621549,4.633219661597417,3.600221765334123e-6,2.3092670996548043e-5,NONE
CHLRE_03g192050v5,10112.87514875347,7.190457357723273,0.2274260986779782,31.61667636001852,2.1783100623412942e-219,5.1317873197243254e-216,UP
CHLRE_03g192100v5,15.240757799037771,3.442641613171686,0.7287745556177359,4.72387734537957,2.313900054068728e-6,1.5530535527736016e-5,UP
CHLRE_03g192201v5,433.57271539197865,-1.3573181247671362,0.26310596771956185,-5.158826827576439,2.485020200600934e-7,2.0317535016415465e-6,NONE
CHLRE_03g192250v5,852.7150605007082,-2.0147654568292825,0.25224284078697484,-7.987403926087245,1.3780997748610468e-15,4.224208808035971e-14,DOWN
CHLRE_03g193100v5,333.4691118100894,2.488253944440357,0.5632567294645044,4.417619558324625,9.979387206830003e-6,5.76427581183305e-5,UP
CHLRE_03g193400v5,607.7642746546487,-1.7641917650775465,0.22026563165062357,-8.00938281590764,1.152855288955725e-15,3.5736346936407634e-14,NONE
CHLRE_03g193500v5,1787.2496086523922,-1.9014747312882505,0.25724313712659286,-7.39174134061547,1.4491823314050369e-13,3.3100368181718095e-12,NONE
CHLRE_03g194150v5,494.083800034771,1.7447049837212265,0.2247377987359652,7.763291237763727,8.275328624474915e-15,2.2631582810317716e-13,NONE
CHLRE_03g194250v5,176.89444747336304,1.1587101077252608,0.26077752005120397,4.44328984913173,8.859368675961975e-6,5.1753400225040355e-5,NONE
CHLRE_03g194950v5,3196.6344496624706,-1.2320351301743824,0.21591497031363688,-5.706112588602518,1.1558555793477119e-8,1.227380190535938e-7,NONE
CHLRE_03g195000v5,1554.8640442214216,-1.335561605748443,0.2339643293310237,-5.708398410848466,1.140442146377175e-8,1.2141401830797932e-7,NONE
CHLRE_03g195100v5,649.3293912065362,-2.521516289616539,0.28804976680728717,-8.7537522337364,2.0637390468944847e-18,9.003471064110304e-17,DOWN
CHLRE_03g195250v5,92.71353006985636,2.0441406814129466,0.3424765820857098,5.968702061215299,2.391483495823463e-9,2.8372629014118507e-8,UP
CHLRE_03g195300v5,277.204142667858,-1.1967466491198917,0.15596984648186735,-7.672935994452122,1.6810338417961585e-14,4.4143199180032566e-13,NONE
CHLRE_03g195550v5,55.17190471821677,1.052990171412202,0.2544456483176155,4.1383697397638,3.497823672765718e-5,1.7952882100086978e-4,NONE
CHLRE_03g195650v5,2385.4749359051784,-1.5606714400914101,0.24657579811856162,-6.329378033041949,2.461513729334917e-10,3.460598713594383e-9,NONE
CHLRE_03g195750v5,48.38018576033594,1.5628372489190445,0.4381362285072503,3.5670121465273503,3.610747497970838e-4,0.0014382810866917172,NONE
CHLRE_03g196750v5,153.0134302264709,-1.2528322029202164,0.2581376661193243,-4.853349074369851,1.2139373540459478e-6,8.707716792332198e-6,NONE
CHLRE_03g197300v5,249.96503255722862,-1.2351593620962034,0.17532580369528752,-7.044937687796851,1.855445208378736e-12,3.6909706792971935e-11,NONE
CHLRE_03g197513v5,1880.2319998444164,1.125437294537039,0.1778891469539389,6.326621459534292,2.505870704426149e-10,3.5169628754631172e-9,NONE
CHLRE_03g197550v5,753.1827346367294,1.456254747163738,0.19034041185598233,7.650791195437714,1.9974646173896525e-14,5.212055222369108e-13,NONE
CHLRE_03g198050v5,2795.366350804376,-2.2811883938941517,0.24511359434731886,-9.306658000623882,1.3191783363658177e-20,7.527532852944187e-19,DOWN
CHLRE_03g198200v5,918.7631699041119,-1.1072027719746358,0.16689637971568397,-6.634073032984952,3.2654812552021655e-11,5.326513489568637e-10,NONE
CHLRE_03g198224v5,32.51985825486805,-1.0171522716049648,0.38007221155429083,-2.6762079433415016,0.007446043065082253,0.020326551264074066,NONE
CHLRE_03g208050v5,1824.7300899117306,-1.0454098173485415,0.1574242037170714,-6.640718470632323,3.1215777083693735e-11,5.10693829253168e-10,NONE
CHLRE_03g207500v5,2542.5993612573734,-1.0813084609210575,0.19565273873662264,-5.526671734335688,3.2636278530104834e-8,3.177124375678623e-7,NONE
CHLRE_03g207250v5,5675.408340112679,-1.0904940667796295,0.1834311371469335,-5.944977955984175,2.7649406233201074e-9,3.245312157948177e-8,NONE
CHLRE_03g206500v5,8.778988882858624,1.6913753506633484,0.6175689843877115,2.738763431165932,0.006167073159069251,0.01729906505633799,NONE
CHLRE_03g205500v5,6.221631379294946,3.2599044215070445,0.888773928839273,3.6678668396185254,2.4458249735817344e-4,0.001018023716288147,UP
CHLRE_03g205100v5,320.1860393171125,-4.2952617814482075,0.2532529399249715,-16.960362958553286,1.613447240145922e-64,8.583018850724645e-62,DOWN
CHLRE_03g204850v5,27.065381091368522,2.551569774329453,0.5794872302117674,4.403150995056456,1.0668985498444921e-5,6.119730081908007e-5,UP
CHLRE_03g203750v5,312.8198601319417,1.3242382358214382,0.19840474045401946,6.674428407260421,2.4819760342053457e-11,4.1511426754645396e-10,NONE
CHLRE_03g203200v5,39.538951331435605,1.200219395372104,0.3858838556494168,3.110312540420264,0.0018688948054870005,0.006136986108579476,NONE
CHLRE_03g202600v5,3533.182653336184,-1.5551060453876786,0.14110958888757066,-11.02055542537731,3.0417634188708432e-28,3.58298003861422e-26,NONE
CHLRE_03g201650v5,271.54518957500335,-5.297884155673849,0.2691074518599335,-19.686872730790522,2.79416106675421e-86,2.0944777341747126e-83,DOWN
CHLRE_03g201600v5,64.39796518096807,-8.677884981417622,1.1938158650778474,-7.269031376837789,3.6207430291118694e-13,7.815402263492649e-12,DOWN
CHLRE_03g201550v5,27.644881562268587,-8.355226255421051,1.2214565642207054,-6.840379347219541,7.898374530558773e-12,1.4266384926992852e-10,DOWN
CHLRE_03g201350v5,133.93143449028145,-1.4340583624495247,0.2947094621386885,-4.8660071924486274,1.1387537507919362e-6,8.229267355087562e-6,NONE
CHLRE_03g200650v5,137.77102506835283,1.5831919342464962,0.25022760632606156,6.327007469285792,2.4996126049610846e-10,3.5111679274627977e-9,NONE
CHLRE_03g200350v5,241.33890092838888,-1.1118139468251402,0.2536044501091618,-4.384047465833386,1.1649437318900649e-5,6.613110871806906e-5,NONE
CHLRE_03g199400v5,77.70201001944207,1.7428242548310724,0.3114354098153855,5.596101791585594,2.1922501906756076e-8,2.2030711696789424e-7,NONE
CHLRE_03g199150v5,173.90122570509348,1.4782436624275903,0.21374753191406584,6.915839678663037,4.651001598279829e-12,8.775705647280625e-11,NONE
CHLRE_03g198950v5,1856.5943429205947,1.0326972624466588,0.1369996387917471,7.537956096486211,4.7739451502097475e-14,1.1767881834395956e-12,NONE
CHLRE_03g198851v5,3684.2486378861,-1.4019198075253556,0.21510870762187334,-6.517262006844028,7.160229681475408e-11,1.0994352670131374e-9,NONE
CHLRE_03g198750v5,173.25229699393125,2.3637597795412235,0.27995286841578076,8.443420469014848,3.0818407341621645e-17,1.1629893717864588e-15,UP
CHLRE_03g199535v5,4338.195237105321,-2.7547023844600274,0.2993370984082568,-9.202676177153867,3.491438055137838e-20,1.8693930184181197e-18,DOWN
CHLRE_03g200543v5,495.6223432509562,-1.0064852366571304,0.16277834246358228,-6.183164304442449,6.282925971257945e-10,8.2756974594261e-9,NONE
CHLRE_03g200767v5,14.928709533594937,1.2920151008367755,0.46654098046146253,2.769349649753864,0.005616832141239535,0.015967450239817476,NONE
CHLRE_03g200991v5,127.09285414432513,1.1538880082797742,0.2132318301253177,5.411424774629692,6.252525969570674e-8,5.760357863921228e-7,NONE
CHLRE_03g202673v5,405.0128910037115,-1.1040197132796765,0.23633710105576664,-4.671377064150286,2.9918714263918023e-6,1.9586721592944504e-5,NONE
CHLRE_03g202785v5,220.81029535337785,-1.2869640683182124,0.24540589508884744,-5.244226377904559,1.56939416309857e-7,1.3437631954132146e-6,NONE
CHLRE_03g203233v5,335.29481280123434,1.0108347020641777,0.14972107572462906,6.751452306710188,1.4637250361096497e-11,2.546233077055299e-10,NONE
CHLRE_03g203569v5,27.23580931056478,4.336842133009677,0.6125230462569407,7.080292177594999,1.4385084311822041e-12,2.8859419146746624e-11,UP
CHLRE_03g204129v5,5.666011964118332,4.057755771514834,1.3199485481611226,3.0741772299896604,0.002110839939192166,0.006830820533206046,UP
CHLRE_03g204577v5,15.632203420070592,1.1949029351557816,0.4594852682146717,2.6005250174800434,0.009308123185650576,0.024623076588797508,NONE
CHLRE_03g206481v5,24.27684409811225,3.5525378499792137,0.5417400164477862,6.557643412191267,5.466473134020717e-11,8.561026443792559e-10,UP
CHLRE_03g207265v5,29.680308789348928,-1.0296946468109813,0.36403902919966746,-2.8285281637926145,0.004676258631086802,0.01365129776690608,NONE
CHLRE_03g207489v5,4.797745538553464,4.657852534405469,1.3818229952181322,3.370802592317686,7.494954433436128e-4,0.002742385035762041,UP
CHLRE_03g207601v5,74.60106200270873,1.50904203059355,0.3406857967221958,4.429424546348384,9.448486241269135e-6,5.484512024103108e-5,NONE
CHLRE_03g208945v5,492.94392343228645,1.0828353474657728,0.18656869845554183,5.8039497323491585,6.4770702277900425e-9,7.135161331094561e-8,NONE
CHLRE_03g209617v5,9.646574549140226,1.5227160493039986,0.6548856413622939,2.3251632852057083,0.0200632307299184,0.04749336365125966,NONE
CHLRE_03g209841v5,158.09668583134004,-1.121838189114241,0.2789788878257261,-4.021229698983661,5.789511570350835e-5,2.8174281055023384e-4,NONE
CHLRE_03g210513v5,183.60509076645297,-2.452166409448113,0.2171676641189733,-11.291581642213162,1.444142748951053e-29,1.8901077835676046e-27,DOWN
CHLRE_03g211297v5,27.25488164102512,-1.063892761311867,0.3881171755183762,-2.7411638247931513,0.006122197394583995,0.01719365756711251,NONE
CHLRE_03g211521v5,1345.6443744949904,-1.147925115435716,0.20559118207812374,-5.583532833618854,2.356812586041782e-8,2.3555270519039411e-7,NONE
CHLRE_03g211633v5,69.42170803220502,-1.373142980954207,0.3287808366387045,-4.176469027187088,2.960690344285415e-5,1.5450868502408472e-4,NONE
CHLRE_03g211745v5,1509.7779673642995,-1.9261851013289357,0.21362144895421928,-9.016815075258346,1.9363690297432771e-19,9.647329809515525e-18,NONE
CHLRE_03g212081v5,98.15962148990316,1.396166121328021,0.40178382719144745,3.4749186673030437,5.110082605231599e-4,0.001956136774439979,NONE
CHLRE_03g212641v5,1199.2490724246127,-1.1920233298315934,0.257736111871321,-4.624975992602583,3.7464179155125758e-6,2.3946580559968173e-5,NONE
CHLRE_03g212753v5,110.36671744127602,1.0259417639763304,0.20504918080336695,5.003393624674672,5.632975550813399e-7,4.328676598716858e-6,NONE
CHLRE_03g213089v5,3151.4544512239486,-1.1692519775021244,0.1407770684413137,-8.305699148647602,9.92333804589748e-17,3.5497997335118295e-15,NONE
CHLRE_04g213761v5,320.1369256034558,-4.545552200023717,0.23335363568609388,-19.479243109536853,1.6469624335903435e-84,1.1316690621807649e-81,DOWN
CHLRE_04g213873v5,257.72853131453036,-3.8695775318898713,0.2360822682939866,-16.390801223034657,2.2249254332979676e-60,1.0791542741328465e-57,DOWN
CHLRE_04g214321v5,85.39192305016672,2.1126273266969724,0.33673362848580135,6.273882820070206,3.521535819365106e-10,4.835441065541213e-9,UP
CHLRE_04g214769v5,77.97039829071346,-1.1401946821067688,0.23749454026993083,-4.800930079532985,1.5793040823683757e-6,1.0956795802413497e-5,NONE
CHLRE_04g216700v5,73.1475903191277,-3.9539001092192456,0.41391365024683807,-9.552475756383803,1.2663325175946531e-21,8.03195751832824e-20,DOWN
CHLRE_04g216811v5,20.074639001311628,2.0561483152725026,0.4663508939636691,4.409015490024313,1.0384159862077183e-5,5.975058628245459e-5,UP
CHLRE_04g216950v5,685.9715640141457,-1.1027037004324631,0.21532971876219292,-5.121000978273107,3.039180697657377e-7,2.443643534132999e-6,NONE
CHLRE_04g217905v5,21.059546745488692,1.1926843688915114,0.47775117672500866,2.4964551151236933,0.012544154295210476,0.03184998436987159,NONE
CHLRE_04g217925v5,27.101625140987572,1.0700944565003414,0.3926243681060326,2.725491700024463,0.006420579071787016,0.017939981272931154,NONE
CHLRE_04g217934v5,751.9944015356587,1.3369090601964786,0.2024796482200906,6.602683637336677,4.037806233603052e-11,6.477379630189487e-10,NONE
CHLRE_04g217937v5,102.82210836763525,7.230896503706212,0.7433800516844259,9.727052114623891,2.3119585238120513e-22,1.5820127807545452e-20,UP
CHLRE_04g217951v5,704.1970023613259,1.6077242557840312,0.281546943664734,5.710323951157888,1.127613273379078e-8,1.2020342916156675e-7,NONE
CHLRE_04g217954v5,1040.6599617841796,-1.2106538550990302,0.24931119961594753,-4.85599466435518,1.1978392676992238e-6,8.607218894826971e-6,NONE
CHLRE_04g217963v5,166.93103844044313,-1.247043419191498,0.25251342956229067,-4.9385231563847345,7.871643238704914e-7,5.89247701541002e-6,NONE
CHLRE_04g216050v5,417.43969064119773,-1.2062638764883238,0.2096415886445083,-5.753934056156194,8.71901790924347e-9,9.428545858448135e-8,NONE
CHLRE_04g215900v5,96.09766521995012,-1.0643965603839933,0.36723579096392944,-2.8984009363306864,0.0037507077574949316,0.011270576098551187,NONE
CHLRE_04g215600v5,1077.5753136127062,-1.0425039412924724,0.22994601503568232,-4.533689966885053,5.7962088414618454e-6,3.5349585800498255e-5,NONE
CHLRE_04g215400v5,700.72246326299,-1.3838034888076165,0.18777496258746035,-7.369478176107101,1.712972036199783e-13,3.880305199034426e-12,NONE
CHLRE_04g215350v5,198.7263826702263,1.320798377866334,0.21813560559601539,6.054941715074417,1.4046851544157492e-9,1.739088804915174e-8,NONE
CHLRE_04g215250v5,839.5717520041887,-1.0497050067491425,0.15163606176979139,-6.922528813381926,4.436515191542538e-12,8.419168242086076e-11,NONE
CHLRE_04g215050v5,186.86881132687068,2.3615783903302656,0.5631060141147295,4.19384331038082,2.7426746863692403e-5,1.4445687720509467e-4,UP
CHLRE_04g215000v5,152.2458526970838,-1.4920660800736585,0.2188613772323572,-6.817402407596046,9.270133539151425e-12,1.659867233378351e-10,NONE
CHLRE_04g214850v5,663.0795068996839,-1.0760319828856202,0.1638887589645092,-6.565624083581227,5.181538416057285e-11,8.145734034242201e-10,NONE
CHLRE_04g213652v5,30.005699142297797,1.0098344081250556,0.39821346910863714,2.5359122341729767,0.011215483858719892,0.028980655643082068,NONE
CHLRE_04g213350v5,1145.4791097214206,-1.131960415075962,0.1404368567473743,-8.06028019490778,7.611976875168467e-16,2.4422005962724353e-14,NONE
CHLRE_04g213251v5,44.39934394708139,1.7900089658325475,0.3612492774247616,4.955052031087751,7.231093647878531e-7,5.4525818631533994e-6,NONE
CHLRE_04g213150v5,376.4466947798669,-1.270485144948495,0.18434358280785504,-6.891941263139856,5.503609947211106e-12,1.0278599279666856e-10,NONE
CHLRE_04g212700v5,768.6731346568608,-1.5718894422756327,0.15325130108419682,-10.256940274928112,1.1014142985959623e-24,9.411100102666328e-23,NONE
CHLRE_04g212500v5,110.74152095857136,-1.3433940300542482,0.28785071204566365,-4.666981785478915,3.056564143680555e-6,1.9915369140037946e-5,NONE
CHLRE_04g212450v5,96.36603151459992,2.192699050746863,0.3841558149670745,5.7078377192723115,1.1442043301629903e-8,1.2165747007555044e-7,UP
CHLRE_04g211750v5,275.54106865276475,-2.025194528738613,0.2288832434360553,-8.848155497693327,8.897761902648895e-19,4.087269959236294e-17,DOWN
CHLRE_04g211600v5,1444.181159773397,-1.6652504696686898,0.1993419638123003,-8.353737656746896,6.613614744421341e-17,2.4236693500056075e-15,NONE
CHLRE_04g211599v5,17.337482736533254,-2.5969328495104724,0.5305652443980247,-4.894653158928517,9.847925618745798e-7,7.227509629672316e-6,DOWN
CHLRE_04g217850v5,389.1008105682378,-2.6655259607387554,0.2199084386499571,-12.121071738323105,8.16839191963746e-34,1.4031765744452224e-31,DOWN
CHLRE_04g217900v5,581.2965254894176,-1.2463677356181975,0.2574667944045995,-4.840887301605102,1.2926066681794858e-6,9.188093346960301e-6,NONE
CHLRE_04g218050v5,762.4852829400855,-1.0089479663667105,0.2109461943205121,-4.782963587547414,1.727294246985554e-6,1.1898416636189963e-5,NONE
CHLRE_04g218350v5,47.85574278377281,1.55179836183393,0.4189051234928129,3.704414853881714,2.118792608658742e-4,8.954640930136163e-4,NONE
CHLRE_04g218900v5,92.19335927492502,2.2513219453669513,0.28459899521393145,7.910505599904333,2.563456443064802e-15,7.495383014642136e-14,UP
CHLRE_04g219100v5,291.71758521724485,1.4388812225837888,0.28781165998493663,4.999384745771232,5.751353813646436e-7,4.409371257128934e-6,NONE
CHLRE_04g219550v5,206.01655289046866,1.6988263786347553,0.24867623807873382,6.8314785190569225,8.404387777639718e-12,1.511415036434641e-10,NONE
CHLRE_04g219725v5,34.97614381093924,1.4260922779798346,0.3302145284480794,4.318684234403888,1.569621642889686e-5,8.639729810712219e-5,NONE
CHLRE_04g219851v5,2315.3903486930103,-2.3225270547946884,0.18156927383468532,-12.79141016397574,1.8312067940371913e-37,3.822586232970547e-35,DOWN
CHLRE_04g219925v5,1972.0967709827673,-1.235332655893461,0.22642861828488273,-5.455726688837622,4.877296419644758e-8,4.572569372163826e-7,NONE
CHLRE_04g220300v5,81.33229797076517,1.375102935610073,0.26632751354160467,5.163202694772501,2.4276001942308216e-7,1.9857914088819683e-6,NONE
CHLRE_04g220750v5,35.54725667994377,-1.9444225972707863,0.3133210010817081,-6.205848285170385,5.440264291332179e-10,7.264404731041211e-9,NONE
CHLRE_04g220850v5,187.8348715572716,-1.4685072606681875,0.22495082422834675,-6.528125716834499,6.659778912862597e-11,1.0322031395866268e-9,NONE
CHLRE_04g221301v5,53.616864328897236,1.329644195744824,0.3491749053373562,3.8079603528786956,1.4011773071117786e-4,6.21819563282571e-4,NONE
CHLRE_04g221450v5,132.93533103659072,-2.8116402017429434,0.7734561886779758,-3.6351641410339197,2.7780370128766777e-4,0.0011405840001363276,DOWN
CHLRE_04g222700v5,76616.27533140198,-1.2788906114865426,0.16328883300826416,-7.8320763761096694,4.798778528337789e-15,1.354307686663964e-13,NONE
CHLRE_04g223100v5,17659.649618892417,-4.122625553397107,0.9603560501415642,-4.292809477057388,1.764263883196109e-5,9.605307262392549e-5,DOWN
CHLRE_04g223700v5,433.7940828704492,-1.6800423658169226,0.25369703129648424,-6.622238964450211,3.5379848320314824e-11,5.720089006375606e-10,NONE
CHLRE_04g223800v5,1381.0913382676958,-1.0692876421676603,0.14235523119059454,-7.511403924004926,5.849659468876544e-14,1.4270226967639508e-12,NONE
CHLRE_04g224200v5,1031.5970783099576,-1.1363351592020328,0.1772644735225029,-6.410394235355796,1.451438168368298e-10,2.1314039923919504e-9,NONE
CHLRE_04g224600v5,1019.4738629995086,-1.0958605738205949,0.17484598579425756,-6.2675763978367875,3.6671072186105714e-10,5.011501640783335e-9,NONE
CHLRE_04g224826v5,532.9833848374773,-1.3106278593499063,0.2433472624685336,-5.385833586352257,7.210965852339903e-8,6.573578655109858e-7,NONE
CHLRE_04g225100v5,18.221804016160743,1.7517448124246024,0.4292778103797827,4.0806786888770965,4.490439320377396e-5,2.2441646038556977e-4,NONE
CHLRE_04g225200v5,1388.5408104353007,-1.1273602639635127,0.12769736379257274,-8.828375390699204,1.0620707945979608e-18,4.8382899098660144e-17,NONE
CHLRE_04g226050v5,1045.53049441914,-1.020064988858931,0.19330294407768106,-5.277027692082155,1.3129605177785133e-7,1.1377841249966087e-6,NONE
CHLRE_04g226500v5,1268.562147644344,-1.005931353582557,0.12405021408930365,-8.109065840534445,5.101040225790512e-16,1.6690725072125264e-14,NONE
CHLRE_04g226811v5,687.181220600674,1.0661881370448336,0.17412890450443153,6.122981937313569,9.184010962855457e-10,1.173085999915933e-8,NONE
CHLRE_04g227251v5,327.1059140432588,-1.3510834851225053,0.19720431394068832,-6.85118625512858,7.324008193664518e-12,1.3345880565936084e-10,NONE
CHLRE_04g227400v5,4257.820665187859,10.097855118290147,0.4019762109473845,25.12052913402847,2.967680666901761e-139,3.262668125191796e-136,UP
CHLRE_04g227550v5,45.83471902612711,1.305361703959594,0.4070548164921847,3.2068450023724417,0.00134199280556056,0.004587645803586069,NONE
CHLRE_04g227600v5,20.46680821477135,-1.121062415509046,0.4390115450226864,-2.553605772374651,0.010661389132094046,0.027740133824134258,NONE
CHLRE_04g228050v5,160.58488378777378,-1.8038435874734726,0.328328657150869,-5.4940181071206204,3.928901805928468e-8,3.7582087982347077e-7,NONE
CHLRE_04g228250v5,311.73854872137434,-1.2446856855374935,0.24911275727406923,-4.996475086854398,5.838771436474681e-7,4.4701569061701005e-6,NONE
CHLRE_04g228300v5,326.9562281904896,-1.391387926805297,0.20494999358236793,-6.788914224806298,1.1298058436485368e-11,1.997656534716868e-10,NONE
CHLRE_04g228350v5,1768.1225054464808,-2.3673979312115487,0.22984212728630263,-10.300104507223786,7.0384794457899105e-25,6.077045263901645e-23,DOWN
CHLRE_04g228700v5,9.887364108762819,-1.667653791249144,0.6201281979113538,-2.6892081296511727,0.007162174864551936,0.019666636567456607,NONE
CHLRE_04g228800v5,684.2954064152433,-1.0460183238728655,0.2407774191058884,-4.344337304375086,1.3969673029317544e-5,7.788459659739618e-5,NONE
CHLRE_04g228850v5,713.3716017366575,-1.6662830238344528,0.19844861069315362,-8.396546682863418,4.5980098023408426e-17,1.7116428814989351e-15,NONE
CHLRE_04g228950v5,4410.572085641301,-1.2609694683415849,0.26924948618551814,-4.683275300561771,2.8232691696823126e-6,1.8593662890267976e-5,NONE
CHLRE_04g229300v5,32650.312641768636,-1.8177699933996119,0.22648178480415462,-8.026120047453222,1.0060377979727449e-15,3.178269985894356e-14,NONE
CHLRE_04g229536v5,173.8814451265448,1.210000438540336,0.2374210265204721,5.096433354170514,3.4611233230724623e-7,2.7467461367077947e-6,NONE
CHLRE_04g230438v5,300.6421561562982,-2.7202279738186195,0.2052898504806201,-13.250669565251675,4.4719556616063845e-40,1.0535288687935842e-37,DOWN
CHLRE_04g230536v5,3285.1028421677606,-1.8679691375928582,0.2165010892100879,-8.627989560737138,6.243977681783216e-18,2.5936885629795216e-16,NONE
CHLRE_04g231222v5,2537.420936156688,-1.3414716856017344,0.19514828494901434,-6.874114655694851,6.237602547810552e-12,1.1531872602684285e-10,NONE
CHLRE_04g232202v5,349.62524580744514,-1.3933660558540895,0.24683608477867836,-5.644904216915565,1.6527323596958176e-8,1.6970865095730838e-7,NONE
CHLRE_05g234150v5,59.967682328598165,3.0571644823905655,0.3779051490089304,8.089766679305871,5.977913265491837e-16,1.9405859775831867e-14,UP
CHLRE_05g233850v5,649.8549022930512,-2.258457522148179,0.30756963824743805,-7.342914388484804,2.0899221971826897e-13,4.695491410591245e-12,DOWN
CHLRE_05g233750v5,459.6762713893253,-2.228166077454855,0.24969253602462207,-8.92363910002955,4.512124523216993e-19,2.1320758026467458e-17,DOWN
CHLRE_05g233751v5,106.09965755374031,1.0807815188027856,0.29424142904220896,3.6731113029217495,2.3961504989140835e-4,0.0010001244717183534,NONE
CHLRE_05g233303v5,115.42012345218599,1.4987737162924286,0.31544341658805014,4.751323494095094,2.020895201934966e-6,1.3725940187442143e-5,NONE
CHLRE_05g233051v5,85.92146018707176,-1.7225257543255452,0.3030310674714627,-5.68432064968969,1.3133366510055469e-8,1.3812649688604893e-7,NONE
CHLRE_05g233052v5,83.73844232441125,-1.8553671238319926,0.2753786858206545,-6.737511722458923,1.6112194607860345e-11,2.785180306899633e-10,NONE
CHLRE_05g232800v5,187.91946819396003,-1.5618084595144825,0.20512890161237715,-7.61379038857119,2.6617234160092887e-14,6.794811277617521e-13,NONE
CHLRE_05g232500v5,41.85753152047546,-1.4316550696961585,0.426323913428565,-3.3581392565633013,7.846907044686597e-4,0.0028553253326109155,NONE
CHLRE_05g232150v5,7524.045268576222,-1.8988622026117286,0.22869267167503562,-8.30311784240269,1.0141419674072394e-16,3.612141508534079e-15,NONE
CHLRE_05g232002v5,3919.566200199925,-1.0167595716084508,0.18447951475852567,-5.511503935487566,3.557804726094419e-8,3.439141719696545e-7,NONE
CHLRE_05g232003v5,18.39222757719277,1.1365213498938005,0.488219563292403,2.3278898170926396,0.01991795510100475,0.04718675442762094,NONE
CHLRE_05g230804v5,38.97214560376365,-1.5237879243142538,0.3188427160114421,-4.779121014198018,1.76063205727276e-6,1.2087669965231092e-5,NONE
CHLRE_05g230700v5,9.257937951093194,2.0313983771630304,0.6384242817576088,3.181893977419696,0.001463153696430367,0.004942414503857677,UP
CHLRE_05g248450v5,976.7068039459527,-1.6166383086587497,0.5390008974989648,-2.999323964320216,0.0027057943186071924,0.008505767081233552,NONE
CHLRE_05g248300v5,2274.854764104001,5.238794167959571,0.20216607141231402,25.91332032799483,4.713715101793691e-148,5.979528903359981e-145,UP
CHLRE_05g248250v5,114.24753680428185,1.9729780653476665,0.26596366786165987,7.4182240048437915,1.1870122152437984e-13,2.7531671507152572e-12,NONE
CHLRE_05g248200v5,4420.472685475436,-2.34055657792879,0.21596699813119027,-10.837565916006328,2.284689725295931e-27,2.4151806576830255e-25,DOWN
CHLRE_05g248000v5,938.766619280026,-1.9406570781211616,0.18116823677445165,-10.711905754965283,8.950014024706067e-27,8.682040075378103e-25,NONE
CHLRE_05g247950v5,14736.917182748495,-1.2415559017576365,0.1665826107380648,-7.453094271105309,9.11760842515004e-14,2.169675043854968e-12,NONE
CHLRE_05g247700v5,265.65868914577436,-1.0093800752552842,0.24164252291257565,-4.177162459193782,2.9516821244298023e-5,1.541361301899046e-4,NONE
CHLRE_05g246950v5,2456.3794931171497,-1.4736641093477592,0.18816097073078986,-7.831932964760237,4.804256847361706e-15,1.354307686663964e-13,NONE
CHLRE_05g246650v5,81.33860228260714,1.109941860079208,0.24508213989643557,4.528856572528037,5.93037358605458e-6,3.602128574866522e-5,NONE
CHLRE_05g246250v5,107.92141041449845,1.1854972404049955,0.41672064302434875,2.8448248490913555,0.004443584979988058,0.013059910872390494,NONE
CHLRE_05g246100v5,301.42282371142943,1.6959762517254189,0.19996125889891098,8.48152417655466,2.222628681876409e-17,8.484576294635153e-16,NONE
CHLRE_05g245800v5,315.16451852281267,-1.6528901665283644,0.18617923388963167,-8.87795127306308,6.810305844434714e-19,3.181551095766937e-17,NONE
CHLRE_05g245351v5,546.3349479078722,-2.3977800868006747,0.20736951103125525,-11.56283811866285,6.35723150959504e-31,9.116269984759288e-29,DOWN
CHLRE_05g245352v5,100.49082433115392,-2.67844479999967,0.29131015366382046,-9.194478003299073,3.7681967075939656e-20,2.0110463399654398e-18,DOWN
CHLRE_05g245150v5,448.9502735649829,-1.3270884955976887,0.19657571767089557,-6.751029635407372,1.4679960754957674e-11,2.55097189473137e-10,NONE
CHLRE_05g244900v5,1945.8340193942988,-1.281098669348025,0.14250693217009508,-8.98972877908084,2.4784127770005213e-19,1.2128043058016497e-17,NONE
CHLRE_05g244701v5,13.38245054374622,2.3597972165965624,0.627906604264389,3.758197796567427,1.7114157394817404e-4,7.442762911337918e-4,UP
CHLRE_05g244150v5,59.91038269205414,-1.1484392221295892,0.252049076522739,-4.5564111480725105,5.203503549615264e-6,3.2090866505873346e-5,NONE
CHLRE_05g243700v5,8.94720723912429,1.9605251654198186,0.6538456036644499,2.9984527760562107,0.002713542059259817,0.008525247113593759,NONE
CHLRE_05g243472v5,106.00114231056655,-1.0154698199277732,0.204540088815486,-4.964649354600704,6.882530406400831e-7,5.196877698349639e-6,NONE
CHLRE_05g243455v5,31.885266709813088,-1.1610045400819562,0.32497506333228,-3.572595780664112,3.534601391470952e-4,0.0014112396531365758,NONE
CHLRE_05g242950v5,76.52182626362642,1.212632930842929,0.24496771590237096,4.95017446023871,7.414698509986008e-7,5.58336954923193e-6,NONE
CHLRE_05g242750v5,112.57139788184256,2.5213345796413713,0.2753422207373181,9.157093935284172,5.331366013636173e-20,2.8089315313378313e-18,UP
